goodreads_book_id,tag_id,count
3061,21689,37
3087,7457,4067
3087,11743,1741
3087,26138,681
3102,11743,1082
3103,7457,672
3103,11743,532
3109,21689,4525
3110,21689,484
3273,14487,1811
3273,11743,822
3291,11743,226
3291,27669,144
3300,14487,381
3300,11743,258
3304,11305,464
3304,33114,343
3304,11743,207
3368,9318,533
3368,21689,266
3378,11743,740
3378,8055,95
3379,11743,387
3381,11743,437
3384,11743,476
3388,32130,212
3388,13643,149
3412,14527,159
3412,11743,152
3431,11743,245
3446,11743,354
3446,32130,150
3447,11743,448
3447,20939,145
3462,26138,1282
3462,11743,614
3463,26138,1212
3463,11743,638
3464,26138,1001
3464,11743,492
3465,21689,324
3466,26138,1437
3466,11743,734
3467,33114,826
3467,10064,542
3467,11305,506
3473,1642,299
3476,11743,410
3478,26138,1727
3478,11743,826
3483,11743,1153
3483,20939,418
3507,20939,1650
3507,11743,509
3507,15048,430
3559,21689,354
3562,7457,757
3562,33114,474
3562,11743,451
3581,7457,481
3581,20939,394
3586,7457,601
3586,20939,471
3586,11743,263
3590,7457,4843
3590,20939,3587
3590,11743,2160
3636,11743,642
3636,7457,540
3648,11743,519
3656,11743,645
3679,11743,1343
3682,11305,1401
3682,33114,1152
3682,14467,952
3682,22973,924
3685,7457,3860
3685,11743,1275
3686,21689,446
3690,11743,991
3690,7457,503
3692,7457,279
3692,1746,138
3698,11743,1204
3698,7457,568
3698,14487,260
3710,11743,339
3711,11743,2450
3711,8055,412
3750,11743,444
3750,30358,252
3757,11743,409
3757,30358,225
3758,11743,1118
3758,30358,617
3759,11743,429
3759,30358,214
3759,28466,138
3760,11743,422
3760,30358,223
3762,11743,350
3762,30358,170
3763,11743,519
3763,30358,303
3764,11743,477
3764,30358,278
3805,11743,2711
3805,8055,319
3832,20939,1063
3832,11743,285
3836,7457,6219
3836,11743,2922
3858,21689,186
3867,11743,2130
3867,14487,362
3869,26816,5922
3869,21689,4147
3872,21689,708
3873,21689,675
3876,7457,6005
3876,11743,4085
3885,8130,35
3972,26771,401
3972,11743,146
3973,11305,259
3974,14821,1274
3974,14487,612
3974,11743,508
3977,26771,952
3977,11743,337
3980,11743,1235
3980,33114,951
3985,11743,3721
3985,14487,1048
4004,11743,318
4005,11743,338
4006,11743,227
4008,23471,147
4009,2313,105
4031,11743,369
4031,14821,174
4035,11743,178
4035,20939,128
4069,21689,3133
4069,23471,2232
4076,5951,115
4076,21689,75
4099,21689,192
4122,5951,1025
4122,21689,195
4135,15048,450
4135,21689,361
4136,15048,1582
4136,21689,844
4136,27669,564
4137,15048,3613
4137,21689,3509
4138,15048,2067
4138,21689,1521
4143,15048,816
4143,21689,398
4214,11305,2012
4214,1691,1325
4261,20673,380
4261,21689,284
4264,11743,374
4264,28422,324
4264,21689,317
4268,11743,1140
4268,8055,159
4268,15048,137
4271,11743,1805
4271,8055,392
4325,33114,657
4339,21689,376
4339,32130,279
4364,21689,229
4373,21689,566
4381,7457,14903
4381,11743,9502
4395,7457,10927
4395,11743,5804
4406,7457,7128
4406,11743,4260
4407,11305,16071
4407,11743,6342
4473,11743,3544
4473,7457,812
4477,21689,767
4507,21689,434
4507,19742,200
4516,33114,235
4516,14821,154
4530,6750,327
4530,11743,206
4538,33114,370
4538,11743,318
4588,11743,4419
4591,26816,1245
4591,21689,594
4599,11743,330
4599,14487,167
4600,23605,340
4625,27669,611
4625,11743,532
4625,7457,444
4630,11743,518
4630,7457,419
4633,11743,241
4633,7457,188
4645,11743,602
4645,7457,568
4645,27669,556
4652,11743,407
4652,7457,393
4652,27669,349
4656,11743,137
4657,11743,66
4659,11743,979
4660,11743,259
4662,7457,55
4662,27669,33
4671,7457,32061
4671,11743,15360
4687,11743,535
4687,14487,160
4692,14487,691
4692,11743,256
4692,14467,174
4701,11743,803
4708,7457,1697
4708,11743,821
4796,7457,764
4796,11743,695
4799,7457,1901
4799,11743,1726
4806,21689,1214
4806,26816,1111
4813,21689,312
4820,21689,709
4830,11743,368
4835,11305,61
4835,11743,48
4865,21689,2510
4865,23334,596
4866,27095,687
4866,21689,388
4866,23334,111
4887,21689,226
4887,27095,82
4894,21689,1460
4894,5951,1154
4894,27095,1097
4898,5951,453
4898,21689,158
4900,7457,8128
4900,11743,4784
4909,21689,489
4909,4605,236
4912,21689,691
4912,4605,388
4921,15048,717
4929,11743,3497
4934,7457,5424
4948,23605,2172
4950,11743,252
4952,14487,234
4952,32130,147
4953,11743,1409
4954,11743,677
4955,27669,331
4955,11743,274
4965,14487,650
4978,14821,993
4978,11305,571
4979,21689,584
4979,11743,255
4980,7457,1232
4980,15048,471
4981,7457,9243
4981,11743,8881
4982,26771,1168
4982,7457,397
4983,11743,151
4983,7457,54
4984,11743,255
4984,27669,194
4985,11743,1022
4985,27669,784
4986,11743,322
4986,15048,91
4987,11743,577
4989,14487,270
5015,11743,228
5015,8055,164
5038,11305,426
5043,14487,7569
5043,11743,4141
5043,14467,1485
5052,11743,204
5052,30358,173
5053,14487,165
5053,20939,88
5053,11743,70
5055,11743,212
5055,14487,190
5055,30358,115
5062,14487,362
5062,11743,294
5062,30358,168
5062,14467,101
5064,14487,3562
5064,11743,1597
5064,14467,652
5068,11743,42
5084,21689,215
5091,11305,3026
5091,11743,1025
5091,14821,982
5093,11305,3043
5093,11743,1044
5094,11305,4851
5094,11743,1624
5096,11305,3791
5096,11743,1255
5107,7457,22118
5107,11743,13435
5113,11743,2574
5113,7457,2025
5114,11743,757
5114,7457,351
5114,27669,300
5128,23471,479
5128,21689,430
5129,7457,12212
5129,11743,9497
5130,11743,565
5130,7457,248
5139,6750,3371
5139,11743,2451
5148,7457,3018
5148,33114,969
5157,11743,549
5158,11743,262
5159,11743,496
5160,21689,165
5160,4605,126
5161,11743,215
5166,11743,404
5167,14487,513
5167,11743,366
5168,11743,1470
5168,6750,447
5171,20939,166
5171,11743,164
5174,11743,761
5174,14487,265
5175,11743,246
5176,11743,456
5179,11743,186
5179,14487,60
5180,11743,384
5181,11743,271
5182,11743,232
5186,11743,500
5187,11743,533
5190,11743,462
5190,6750,89
5191,11743,1134
5196,6750,205
5197,11743,797
5197,7457,333
5197,14487,298
5198,11743,258
5203,11743,2673
5204,11743,943
5205,11743,633
5211,11743,1623
5211,14487,658
5246,7457,3082
5246,11743,1531
5289,7457,498
5289,11743,269
5296,7457,1172
5296,23743,805
5296,11743,285
5297,7457,18319
5297,11743,6774
5306,21689,1026
5306,7457,708
5308,7457,3795
5308,11743,2364
5326,7457,12436
5326,11743,4069
5338,7457,845
5338,11743,307
5338,7224,183
5344,7457,2214
5344,11743,1014
5345,21689,195
5345,31254,157
5346,11743,832
5346,20939,326
5347,11743,564
5347,28422,189
5348,11743,320
5349,11743,1303
5349,30358,479
5349,20939,436
5350,11743,954
5350,30358,390
5350,20939,342
5351,11743,930
5351,20939,367
5352,11743,809
5352,20939,317
5354,11743,950
5354,30358,363
5355,11743,1131
5355,20939,415
5356,11743,875
5356,20939,304
5357,11743,954
5357,7224,578
5357,15048,265
5358,11743,2741
5358,30358,1251
5358,20939,1180
5359,11743,1844
5359,20939,871
5359,30358,789
5360,11743,441
5364,14487,4630
5364,26138,2686
5367,11305,1385
5367,11743,188
5368,14487,645
5368,11743,188
5368,26138,175
5369,30358,265
5369,11743,252
5369,20939,206
5413,14821,680
5413,11743,169
5417,14821,81
5417,11743,32
5439,11743,2523
5439,27669,2511
5452,33114,1792
5452,11743,519
5453,11743,429
5454,33114,2145
5454,11743,636
5470,11743,15044
5470,26771,5459
5470,10064,5279
5472,7457,834
5472,11743,557
5479,7457,776
5479,11743,715
5481,7457,203
5481,11743,161
5481,21689,151
5508,21689,96
5508,4605,71
5509,7457,73
5509,21689,61
5517,23743,1419
5517,7457,1101
5517,11743,464
5526,26138,2802
5527,11743,1079
5527,7457,792
5544,26816,2033
5544,4605,1248
5544,23569,448
5548,26816,622
5548,4605,368
5548,21689,321
5552,26816,727
5552,23569,383
5552,21689,250
5553,21689,382
5559,4605,118
5559,21689,92
5571,9318,135
5571,26816,69
5575,20939,260
5575,11743,200
5659,7457,3671
5659,11743,1556
5659,11305,1210
5693,27669,531
5693,11743,426
5693,7457,409
5695,26371,188
5697,11743,127
5697,7457,116
5720,11743,820
5720,30358,459
5752,26816,690
5752,21689,563
5752,23471,305
5755,21689,899
5755,26816,704
5759,11743,5131
5759,8055,969
5787,27669,419
5787,11743,377
5797,7457,4154
5797,11743,1371
5805,13547,2018
5809,11743,647
5826,11743,3159
5845,11743,450
5845,1746,228
5845,7457,110
5849,11743,361
5872,14487,630
5872,11743,568
5872,32130,251
5890,7457,4322
5890,20939,1826
5890,13446,599
5907,11305,41786
5907,7457,12913
5907,11743,11206
5932,7457,231
5932,26138,99
5936,23831,926
5936,7457,46
5942,11743,492
5942,14487,88
5946,11743,394
5946,14487,127
5954,11743,722
5954,7457,400
6138,7457,2443
6138,20939,1653
6138,11743,996
6149,11743,3921
6149,7457,2423
6150,11743,1278
6150,7457,1110
6150,1746,554
6159,11743,386
6174,4594,34
6185,7457,23760
6185,11743,6848
6192,11743,1667
6192,1746,440
6193,11743,377
6194,11743,626
6194,1746,157
6259,14487,935
6259,11743,781
6288,10064,1579
6294,11305,2112
6294,11743,1277
6295,23831,3732
6295,7457,405
6310,11743,2623
6319,11305,2001
6327,11305,1859
6328,23831,424
6328,11743,121
6334,11743,5338
6419,20939,959
6419,11743,337
6419,15048,274
6420,20939,1088
6420,11743,369
6420,15048,283
6422,20939,2201
6422,11743,684
6422,15048,553
6423,20939,2065
6423,11743,663
6423,15048,518
6424,20939,1941
6424,11743,619
6424,15048,503
6425,20939,1874
6425,11743,593
6425,15048,506
6426,20939,375
6426,26138,171
6426,11743,126
6427,20939,2669
6427,11743,865
6440,7457,2865
6440,11743,997
6440,14487,988
6462,4605,735
6462,21689,357
6514,7457,1423
6514,11743,819
6520,11743,209
6526,20939,468
6526,11743,238
6528,20939,487
6528,11743,246
6530,30358,115
6531,20939,685
6531,8517,334
6531,11743,321
6534,20939,1654
6534,8517,750
6534,11743,675
6537,20939,193
6538,21689,633
6538,31254,405
6539,20939,1029
6539,8517,448
6539,11743,420
6539,30358,252
6541,20939,773
6541,8517,362
6541,11743,338
6551,11743,579
6551,7457,233
6554,14821,302
6554,11743,56
6572,14821,171
6572,11743,76
6588,20939,461
6588,11743,290
6596,21689,481
6596,27095,452
6613,6750,445
6613,11743,176
6614,6750,477
6614,11743,182
6628,15048,345
6656,7457,3940
6656,23831,1777
6656,11743,1175
6667,21689,123
6667,4605,73
6667,6960,70
6670,11305,302
6670,11743,233
6678,21689,312
6678,4605,208
6687,11305,884
6687,11743,807
6689,11305,2132
6689,11743,1828
6690,11743,500
6693,11743,717
6693,11305,509
6694,11743,184
6697,11743,529
6697,6750,243
6708,21689,957
6708,27095,885
6709,27095,128
6709,21689,100
6748,21689,891
6749,27669,335
6749,11743,333
6750,11743,139
6751,21689,1016
6753,27669,562
6753,11743,242
6759,11743,2840
6819,11743,701
6819,11305,127
6820,11743,529
6853,20939,4193
6853,11743,1577
6854,20939,2364
6854,11743,733
6854,15048,577
6858,20939,2060
6858,11743,661
6858,15048,492
6862,11743,1003
6867,14487,2962
6867,26138,1204
6870,11743,714
6872,11743,307
6882,21689,371
6882,11743,282
6882,4605,251
6882,1691,157
6900,21689,3467
6900,11743,1317
6952,11743,2474
6952,26138,1020
6952,14487,518
6969,7457,16215
6969,11743,4470
6976,11743,1213
7035,20939,981
7035,11743,673
7035,1746,373
7036,20939,856
7036,11743,644
7036,1746,350
7039,20939,1213
7039,11743,849
7039,1746,455
7053,20939,655
7053,11743,471
7053,1746,284
7058,20939,594
7058,11743,405
7058,1746,236
7061,20939,3140
7061,11743,2164
7061,1746,868
7062,21689,284
7069,11743,2924
7069,7457,533
7069,8055,238
7073,11743,385
7081,26771,507
7081,11743,205
7082,26771,5162
7126,7457,13748
7126,11743,5012
7144,11743,5706
7184,7457,761
7184,11743,288
7184,14487,285
7186,7457,766
7186,11743,221
7190,7457,7969
7190,11743,2563
7190,14487,1622
7194,20939,665
7194,14487,203
7194,30358,192
7199,11743,285
7199,14487,104
7201,11743,262
7214,7077,736
7214,21689,722
7244,14487,2272
7244,11743,1220
7252,21689,169
7252,4605,138
7329,11305,2359
7329,11743,494
7332,11743,2365
7332,7457,1336
7354,11743,2088
7389,13547,367
7389,33114,201
7432,20939,988
7432,14487,397
7432,11743,241
7433,20939,852
7433,14487,328
7433,11743,201
7437,11743,1512
7437,7457,674
7442,21689,726
7442,11743,315
7445,21689,4738
7455,6750,574
7455,11743,316
7494,26138,649
7494,11743,576
7510,20939,450
7510,11743,314
7520,30358,162
7520,11743,123
7531,15048,392
7531,21689,256
7572,11743,1001
7572,15048,177
7579,5870,215
7579,21689,113
7588,7457,3039
7588,11743,2364
7603,21689,380
7604,11743,1029
7604,7457,819
7613,7457,22106
7613,11743,12944
7624,7457,20516
7624,11743,11132
7628,11743,550
7628,7457,525
7661,11743,915
7661,26771,524
7663,11743,324
7663,30358,148
7663,20939,134
7667,11743,986
7667,30358,583
7667,20939,233
7668,11743,842
7668,30358,422
7668,20939,299
7669,11743,1776
7669,26771,1395
7670,26771,1776
7670,30358,717
7672,11743,1681
7672,30358,756
7672,26771,685
7673,11743,805
7673,14487,566
7673,11305,486
7675,11743,742
7675,30358,371
7677,11743,4246
7677,26771,3325
7679,11743,484
7679,26771,288
7679,30358,220
7682,11743,524
7682,14487,377
7682,30358,168
7707,23743,108
7707,7457,84
7707,11743,28
7707,9886,26
7714,7457,2163
7714,23743,1690
7714,11743,629
7723,7457,849
7723,11743,794
7723,27669,518
7728,7457,2860
7728,23743,1996
7728,9886,758
7733,7457,6390
7733,11743,2630
7733,11305,1624
7742,14487,435
7742,11743,139
7745,11743,1994
7745,21689,776
7748,21689,392
7763,7457,982
7763,11743,461
7769,23605,400
7770,23605,940
7779,23605,777
7780,21689,39
7784,7457,551
7785,23605,199
7797,6960,99
7797,23605,93
7805,11743,1080
7805,7457,611
7815,21689,1843
7869,11743,2041
7869,30358,1602
7869,20939,709
7882,14487,773
7882,11743,519
7909,7457,201
7909,11743,185
7911,7457,206
7911,11743,144
7926,14487,234
7926,11743,156
7967,26771,353
7968,11305,1184
7968,11743,213
7973,11305,1587
7973,11743,314
7979,11305,1017
7979,11743,258
7979,33114,247
7980,11305,387
7980,11743,223
7980,33114,217
7981,11305,930
7981,11743,229
7981,33114,210
7983,11305,1234
7983,11743,316
7983,33114,293
7987,11305,782
7987,33114,187
7987,11743,175
7993,11305,1290
7993,11743,311
7993,33114,307
7996,11305,3690
7996,33114,875
7996,11743,829
7998,11305,978
7998,11743,255
7998,33114,243
7999,11305,810
7999,33114,201
8073,23605,1069
8087,11305,1629
8087,11152,267
8087,33114,224
8088,22973,551
8089,11305,1446
8089,11152,402
8089,33114,374
8089,26138,237
8127,11743,3489
8127,33114,2896
8155,11743,195
8155,26138,117
8172,13547,83
8248,7457,704
8248,14487,688
8248,11743,475
8252,7457,300
8252,33114,298
8253,7457,723
8253,14487,658
8253,11743,467
8282,7457,726
8282,14487,722
8282,11743,497
8296,14487,55
8296,7457,43
8337,7457,762
8337,14487,546
8492,11743,213
8492,7077,147
8515,21689,132
8600,21689,3032
8646,11743,377
8647,26771,1065
8647,11743,422
8648,26771,2818
8648,11743,1109
8650,11743,1679
8650,30358,677
8676,27095,177
8676,23334,78
8680,11743,475
8680,15048,86
8682,11743,1095
8682,15048,191
8694,26771,3034
8694,11743,1911
8695,26771,3758
8695,11743,2298
8696,21689,768
8696,26816,318
8698,26771,2583
8698,11743,1650
8698,15048,1447
8725,21689,263
8732,7457,1007
8732,11743,781
8745,21689,310
8745,4605,190
8745,1746,124
8765,21689,752
8765,15048,495
8852,23743,6529
8852,11743,2694
8908,14821,4558
8908,11743,3816
8909,7457,4362
8909,26771,2939
8914,21689,219
8921,7457,4735
8921,20939,4005
8921,11743,2165
8948,33114,218
8948,14821,193
8949,11305,287
8949,33114,234
8949,14821,200
8951,11305,299
8951,33114,232
8951,14821,204
8952,11305,299
8952,33114,247
8952,14821,214
8953,33114,359
8957,11305,440
8957,33114,397
8957,14821,335
8960,11305,389
8960,33114,342
8960,14821,288
8962,11305,745
8962,33114,701
8962,14821,602
8963,33114,269
8963,14821,228
8964,7077,237
8964,21689,123
8964,4605,65
8965,11305,510
8965,33114,458
8965,14821,374
8966,11305,313
8966,33114,259
8966,14821,223
8967,11305,354
8967,33114,310
8967,14821,271
8968,11305,342
8968,33114,284
8968,14821,254
9010,21689,456
9010,15048,426
9010,7725,159
9013,21689,351
9014,30358,272
9282,11743,241
9282,26138,122
9298,6750,682
9298,11743,211
9298,26138,112
9300,6750,1071
9300,11743,313
9300,26138,216
9301,6750,853
9301,11743,267
9302,6750,712
9302,11743,220
9303,6750,754
9303,11743,204
9303,26138,171
9328,11743,2206
9328,14487,896
9328,7457,590
9355,11743,447
9370,11743,737
9370,15048,130
9375,11743,2234
9375,14487,701
9417,11743,590
9417,6750,237
9418,11743,778
9418,6750,515
9418,26138,437
9419,6750,2295
9419,11743,676
9420,6750,1979
9420,11743,518
9454,21689,119
9454,7457,45
9475,33114,237
9503,11743,645
9516,13547,2138
9516,21689,1468
9517,13547,968
9517,21689,680
9522,13547,164
9526,13547,505
9526,21689,201
9530,21689,360
9531,11305,846
9531,33114,224
9532,26771,2687
9532,11743,1104
9534,26771,1568
9534,11743,645
9539,11305,7356
9539,11743,793
9549,26771,388
9549,11743,161
9555,27669,764
9555,11743,733
9557,11743,585
9566,11743,1150
9566,15048,212
9567,11743,448
9567,15048,75
9569,15048,62
9569,11743,59
9570,11743,599
9570,15048,107
9589,11743,718
9590,11743,1161
9590,7457,238
9592,11743,1381
9592,7457,347
9593,11743,440
9594,15048,115
9594,7457,81
9595,11743,684
9597,11743,335
9597,26771,278
9598,11743,606
9601,11743,727
9646,21689,769
9648,11743,408
9648,7457,199
9650,11743,498
9650,7457,240
9650,14487,112
9654,11743,568
9654,7457,120
9712,14487,939
9717,11743,4149
9717,7457,1880
9742,21689,1513
9742,4605,670
9762,27095,160
9762,21689,135
9777,11743,3363
9784,7457,710
9784,11743,150
9791,21689,4579
9804,11743,454
9804,7457,148
9809,11743,1301
9809,11305,381
9820,11743,924
9820,7457,180
9822,11305,1377
9822,11743,832
9827,14487,533
9827,11743,472
9833,27669,683
9833,11743,623
9838,21689,136
9838,4605,102
9844,11743,964
9844,33114,378
9854,10245,174
9864,11743,361
9865,11743,341
9912,11743,642
9912,8055,112
9913,11743,404
9914,11743,250
9914,27669,77
9915,11743,1128
9915,8055,178
9943,7077,274
9943,11743,248
9957,11743,486
9957,8055,103
9998,11743,493
10006,11743,284
10009,7457,225
10009,11743,202
10031,23471,138
10031,11743,116
10031,27669,99
10033,23471,1722
10033,21689,285
10037,23743,662
10037,23471,419
10037,9886,328
10037,11743,281
10058,21689,456
10065,11743,278
10073,11743,1481
10073,8055,299
10084,11305,526
10084,26771,314
10090,11305,463
10090,26771,289
10090,11743,117
10092,11305,445
10092,26771,269
10092,11743,112
10104,21689,916
10104,4605,551
10105,14487,525
10105,11743,80
10105,14467,70
10108,14487,922
10108,11743,195
10115,14487,1080
10115,11743,233
10155,7457,934
10155,11743,556
10176,15048,2227
10176,21689,1739
10210,13446,1363
10210,14467,1060
10222,14487,622
10222,11743,347
10235,21689,1195
10238,26816,451
10238,21689,237
10238,23471,167
10365,7457,2806
10365,11743,1993
10365,33114,1538
10374,11743,1834
10374,11305,670
10395,21689,271
10395,28422,246
10412,21689,733
10412,27095,385
10441,11743,3737
10444,7457,296
10461,11743,215
10505,21689,252
10506,11305,62
10507,11743,559
10507,14487,436
10534,21689,2954
10534,23471,2348
10538,21689,971
10538,15048,461
10538,4605,452
10541,21689,598
10566,14821,1345
10566,11743,601
10567,14821,3100
10567,11743,964
10569,21689,4352
10572,11305,26321
10572,11743,5231
10574,20939,560
10574,11743,384
10574,14821,192
10577,14821,409
10577,11743,222
10579,14821,2002
10579,27669,827
10579,11743,682
10583,14821,6222
10583,11743,1773
10584,11743,743
10585,14821,2394
10585,11743,885
10588,14821,1925
10588,27669,647
10589,14821,2639
10589,11743,947
10592,14821,7461
10592,11743,2336
10596,14821,1460
10596,11743,488
10603,14821,3889
10603,11743,1176
10605,14821,2687
10605,11743,845
10605,30358,235
10607,14821,1387
10607,11305,526
10611,11305,751
10611,11743,213
10614,14821,5668
10614,11743,2034
10617,14821,1030
10617,11743,460
10618,14821,347
10618,11743,200
10619,14821,1816
10619,11743,703
10625,14821,1790
10625,30358,299
10628,14821,2990
10628,11743,862
10629,14821,405
10629,30358,295
10639,21689,640
10669,11937,300
10669,5951,293
10669,21689,189
10692,11743,3160
10692,14487,2810
10692,11305,1565
10739,11743,870
10739,7457,246
10765,11743,166
10765,12452,127
10775,7457,309
10799,7457,5149
10799,11743,3380
10836,4605,367
10836,21689,226
10847,21689,3465
10867,11743,490
10867,15048,124
10873,11743,1011
10873,26138,100
10878,16651,92
10878,21689,51
10882,21689,272
10883,4605,1335
10883,21689,518
10884,4605,722
