book_id,user_id,rating
9460,25,5
9473,25,1
9606,25,4
9664,25,5
9858,25,3
5792,26,3
8818,26,4
9857,26,4
3180,27,5
3491,27,5
3849,27,4
4012,27,3
4706,27,5
4834,27,5
5113,27,4
5146,27,5
5553,27,3
5674,27,4
5709,27,4
5794,27,5
5820,27,5
5849,27,5
6171,27,3
6609,27,4
6642,27,4
6720,27,4
6827,27,4
6852,27,5
6888,27,2
6921,27,3
7189,27,4
7537,27,4
7543,27,3
8409,27,5
8516,27,3
8737,27,4
3335,28,4
6195,28,3
7001,28,2
9743,28,4
9974,28,4
5699,29,4
6820,29,3
7622,29,4
8611,29,3
8611,29,3
9304,29,4
9908,29,5
5994,30,4
9017,30,4
5563,31,3
6634,31,4
7522,31,4
7667,31,2
6177,32,4
7339,32,5
8045,32,3
8724,32,4
9624,32,4
9934,32,5
6206,33,4
7871,33,4
8064,33,5
8723,33,5
9752,33,4
9792,33,5
9916,33,4
3203,34,3
8673,34,3
78,35,2
108,35,2
120,35,3
135,35,3
137,35,5
165,35,3
167,35,3
200,35,4
208,35,4
216,35,3
228,35,2
230,35,4
249,35,4
273,35,3
291,35,3
304,35,3
330,35,4
379,35,2
386,35,3
407,35,3
410,35,4
426,35,2
436,35,2
451,35,3
457,35,3
463,35,3
467,35,3
468,35,3
471,35,4
485,35,4
498,35,4
500,35,2
501,35,3
516,35,4
520,35,4
527,35,2
531,35,2
540,35,3
554,35,3
557,35,3
560,35,4
561,35,3
620,35,3
621,35,3
669,35,2
672,35,4
682,35,3
696,35,3
712,35,3
741,35,2
763,35,3
779,35,4
820,35,3
829,35,3
860,35,3
869,35,4
885,35,3
887,35,2
901,35,4
919,35,4
925,35,4
941,35,4
961,35,3
1005,35,3
1011,35,4
1024,35,3
1055,35,3
1073,35,4
1084,35,3
1107,35,3
1112,35,2
1144,35,2
1180,35,2
1210,35,3
1221,35,4
1310,35,3
1457,35,2
1530,35,2
1544,35,2
1547,35,2
1565,35,3
1681,35,3
1843,35,4
1878,35,2
1928,35,3
1936,35,1
1957,35,4
2025,35,2
2136,35,2
2147,35,4
2188,35,3
2314,35,3
2374,35,3
2524,35,4
2630,35,3
2809,35,2
2857,35,3
2926,35,4
2942,35,3
2943,35,3
3184,35,3
3197,35,3
3425,35,2
3504,35,3
3767,35,2
3775,35,3
3997,35,2
4051,35,3
4103,35,4
4141,35,2
4148,35,5
4277,35,3
4317,35,2
4468,35,4
4473,35,3
4898,35,4
5101,35,4
6047,35,3
7496,35,2
7898,35,4
8136,35,3
8640,35,4
9158,35,2
9795,35,4
9835,35,2
1451,36,4
3172,36,5
3518,36,2
3672,36,5
4494,36,5
4507,36,5
4508,36,4
4574,36,5
4609,36,4
5173,36,5
5181,36,5
5237,36,3
5331,36,5
5366,36,5
5586,36,5
5950,36,4
7513,36,4
8109,36,5
9021,36,1
8485,37,4
9208,37,4
9551,37,5
8336,38,5
8882,38,3
9858,38,4
9008,39,5
9078,39,5
2707,40,4
2799,40,3
3123,40,3
3324,40,5
3722,40,4
3961,40,4
3985,40,4
4020,40,3
4140,40,4
4451,40,4
4601,40,4
5122,40,5
5146,40,5
5663,40,3
5698,40,3
5709,40,5
6114,40,3
6491,40,5
6990,40,5
7239,40,3
8105,40,4
8166,40,3
548,41,3
600,41,1
713,41,5
774,41,5
805,41,5
814,41,5
841,41,5
889,41,5
909,41,5
957,41,5
1002,41,5
1054,41,5
1093,41,5
1147,41,4
1273,41,5
1291,41,4
1336,41,4
1585,41,5
1616,41,3
1824,41,3
1934,41,4
2090,41,4
2306,41,5
2449,41,2
2496,41,3
2718,41,5
2807,41,5
2886,41,4
2930,41,5
2931,41,3
2968,41,4
3113,41,4
3330,41,5
3525,41,5
3626,41,4
3652,41,4
3673,41,5
3814,41,5
3819,41,5
4036,41,5
4087,41,3
4145,41,3
4230,41,4
4458,41,4
4665,41,4
4845,41,4
4889,41,5
5136,41,4
5257,41,4
5390,41,4
5504,41,4
5576,41,5
5946,41,4
6792,41,5
6811,41,5
7834,41,5
7919,41,3
8231,41,3
8348,41,3
8427,41,4
8517,41,5
9837,41,3
5730,42,4
5730,42,4
6772,42,5
6772,42,5
8946,42,5
8946,42,5
8946,42,5
8946,42,5
9606,42,5
9858,42,4
9858,42,3
8878,43,4
9111,43,4
5950,44,3
7414,44,3
8094,44,3
8427,44,3
8525,44,4
8656,44,5
9399,44,5
9588,44,2
9600,44,3
9694,44,3
8882,45,4
8882,45,4
2766,46,3
3010,46,3
3180,46,4
3559,46,3
4790,46,4
5041,46,5
5115,46,5
5505,46,5
5535,46,3
5641,46,4
5858,46,5
5961,46,4
6078,46,5
6087,46,5
6211,46,5
6211,46,5
6212,46,5
6501,46,5
6512,46,5
6684,46,5
6927,46,4
6935,46,3
7006,46,5
7008,46,3
7103,46,5
7208,46,5
7607,46,5
7619,46,5
7681,46,5
7748,46,5
7833,46,2
7991,46,5
8156,46,5
8215,46,5
8868,46,5
8997,46,3
9116,46,5
9469,46,5
9494,46,5
3186,47,4
3259,47,3
3354,47,3
3682,47,5
3908,47,5
3912,47,4
3955,47,4
4243,47,4
4268,47,5
4283,47,4
4313,47,4
4532,47,3
4610,47,4
4674,47,3
4838,47,3
4992,47,2
5233,47,3
5305,47,3
5412,47,3
5506,47,1
5628,47,5
5790,47,5
6000,47,3
6096,47,2
6436,47,4
6577,47,3
6661,47,4
6707,47,4
6750,47,3
7458,47,4
7762,47,3
7774,47,4
7867,47,4
8340,47,4
8367,47,4
8672,47,5
9511,47,4
5730,48,5
8233,48,5
8882,48,1
1683,49,4
2110,49,3
2584,49,4
2700,49,3
3679,49,4
3932,49,3
4061,49,3
4394,49,4
4739,49,3
4838,49,1
4973,49,2
5704,49,3
5954,49,2
6049,49,3
6273,49,3
6278,49,3
6818,49,1
6944,49,5
6958,49,4
7251,49,3
7271,49,4
7603,49,2
8337,49,2
8449,49,3
8489,49,3
8676,49,2
8724,49,4
9187,49,4
9264,49,2
9588,49,2
5983,50,4
7501,50,3
7651,50,4
8532,50,5
9191,50,3
3495,51,4
4953,51,4
5054,51,4
5596,51,5
6596,51,3
7124,51,3
7356,51,4
7874,51,4
7960,51,4
8188,51,5
8508,51,3
9247,51,5
9551,51,5
9696,51,4
9848,51,3
2263,52,1
3903,52,5
3951,52,4
3954,52,3
4090,52,4
4115,52,4
5325,52,2
5996,52,3
6033,52,4
6603,52,4
7264,52,5
7668,52,4
7731,52,3
7769,52,4
7907,52,4
7974,52,3
8249,52,5
8362,52,5
8440,52,5
8849,52,4
8936,52,4
9004,52,5
9392,52,5
9997,52,5
8336,53,1
8336,53,1
8882,53,2
8946,53,5
2717,54,3
4123,54,3
5012,54,4
5449,54,4
5534,54,1
6029,54,4
7034,54,5
8080,54,4
8370,54,4
8939,54,3
4055,55,3
4137,55,3
5150,55,3
6500,55,2
6636,55,4
6644,55,3
7008,55,3
7462,55,5
8232,55,3
7009,56,5
8580,56,5
8846,56,4
9666,56,4
4623,57,3
4767,57,3
4787,57,4
4923,57,3
5361,57,3
5731,57,3
6451,57,3
7356,57,3
7520,57,5
8017,57,4
8433,57,3
8739,57,3
8939,57,3
9508,57,3
9602,57,4
9791,57,3
5730,58,3
5994,58,4
7639,58,5
8336,58,4
8882,58,4
8946,58,5
9356,58,3
9460,58,4
5730,59,4
6160,59,4
8336,59,5
8882,59,4
8882,59,3
8946,59,5
9460,59,4
9460,59,4
9858,59,5
4769,60,2
5693,60,3
6716,60,4
6837,60,4
7187,60,4
8361,60,3
9425,60,2
9671,60,5
9773,60,5
2019,61,2
3062,61,2
3433,61,4
3638,61,4
4237,61,5
5127,61,3
5776,61,4
6327,61,3
8722,61,4
5275,62,5
5478,62,4
5730,62,5
5881,62,5
6808,62,5
6921,62,4
7169,62,4
7169,62,3
8007,62,3
8625,62,4
8696,62,4
8882,62,4
9078,62,4
9191,62,3
9632,62,2
9645,62,4
5730,63,3
6160,63,4
6772,63,5
8336,63,4
8882,63,4
8882,63,4
8946,63,3
9858,63,4
8006,64,4
9005,64,4
8175,65,4
8214,65,5
8805,65,5
5730,66,2
7639,66,5
7639,66,5
8336,66,5
9473,66,2
9473,66,2
9858,66,4
6565,67,5
7400,67,3
9273,67,3
9763,67,4
8882,68,3
9858,68,3
4477,69,4
7462,69,3
9204,69,5
8336,70,3
9473,70,3
5495,71,4
8046,71,3
8362,71,4
9649,71,3
9899,71,3
9969,71,4
8218,72,1
8384,72,3
8627,72,5
3761,73,4
4707,73,4
5210,73,5
6128,73,5
7715,73,5
9083,73,4
5730,74,3
8336,74,3
8882,74,5
164,75,3
164,75,3
269,75,1
290,75,4
338,75,4
598,75,4
610,75,4
668,75,4
795,75,2
917,75,4
968,75,3
1009,75,4
1030,75,4
1051,75,1
1112,75,3
1198,75,5
1322,75,5
1385,75,5
1405,75,4
1474,75,4
1511,75,4
1517,75,5
1538,75,4
1663,75,2
1728,75,4
1794,75,2
2064,75,5
2149,75,3
2192,75,1
2334,75,4
2424,75,3
2449,75,3
2486,75,5
2570,75,4
2738,75,4
2810,75,4
2933,75,4
2967,75,5
3254,75,2
3322,75,1
3476,75,1
3532,75,4
3630,75,4
3775,75,3
3856,75,4
4508,75,4
4759,75,3
4842,75,1
4987,75,3
5409,75,3
5494,75,4
6777,75,5
6870,75,4
7379,75,3
7900,75,5
8519,75,4
9173,75,2
9772,75,3
9854,75,3
1180,76,4
4068,76,5
4068,76,5
4606,76,4
4672,76,4
6604,76,5
7651,76,4
7806,76,3
8336,77,2
8882,77,3
5730,78,3
7639,78,2
8336,78,2
8336,78,2
4120,79,3
5765,79,5
7838,79,5
8920,79,5
9478,79,4
9936,79,5
8882,80,3
8946,80,3
3661,81,3
5792,81,3
6937,81,2
8140,81,2
2110,82,4
2709,82,4
3024,82,2
3505,82,5
3679,82,4
3840,82,4
3911,82,3
3932,82,4
4061,82,4
4202,82,5
4270,82,5
4509,82,5
4520,82,4
4727,82,5
4739,82,4
4942,82,5
5033,82,4
5244,82,3
5358,82,4
5460,82,3
5556,82,4
5908,82,4
6045,82,4
6272,82,3
6615,82,4
6892,82,4
6999,82,3
7575,82,4
8011,82,4
8361,82,5
8492,82,5
8589,82,5
8696,82,3
8873,82,3
9085,82,4
9323,82,5
9624,82,5
9667,82,4
9860,82,4
7998,83,4
8836,83,5
6449,84,3
7639,84,5
9214,84,4
5397,85,3
7232,85,3
7468,85,5
5730,86,5
6160,86,4
8882,86,4
8946,86,5
4430,87,3
4615,87,3
4679,87,2
5174,87,3
5309,87,3
5694,87,3
6207,87,4
6942,87,3
8301,87,4
8579,87,3
8615,87,3
8615,87,4
8741,87,3
8785,87,3
8822,87,3
9066,87,2
9201,87,2
9488,87,3
9491,87,2
9530,87,3
9593,87,3
9676,87,3
9747,87,3
9892,87,3
6274,88,4
7093,88,4
7496,88,5
8355,88,3
9006,88,3
9036,88,4
9232,88,4
9632,88,5
9830,88,1
1282,89,3
1349,89,3
1544,89,4
1672,89,5
1683,89,4
1705,89,4
2290,89,3
2465,89,3
2620,89,3
2621,89,4
2698,89,5
2729,89,5
2736,89,3
2741,89,3
2809,89,4
2860,89,4
2914,89,4
3011,89,2
3048,89,3
3123,89,3
3156,89,3
3451,89,4
3519,89,4
3638,89,3
3692,89,4
3913,89,4
4100,89,3
4602,89,4
4609,89,2
5478,89,3
5540,89,4
5556,89,4
5851,89,3
5863,89,3
6012,89,4
6361,89,5
7103,89,3
7266,89,5
7486,89,4
7495,89,5
8083,89,4
8084,89,3
8192,89,4
8525,89,2
8857,89,5
8998,89,4
9240,89,4
9862,89,5
9966,89,5
7329,90,5
7771,90,5
8239,90,5
9127,90,4
9236,90,3
9736,90,2
5730,91,4
8882,91,4
8946,91,5
9473,91,3
9473,91,2
2171,92,1
4951,92,4
5335,92,3
5679,92,4
6040,92,3
6630,92,4
8234,92,3
8532,92,4
9203,92,3
9783,92,5
6013,93,4
6857,93,3
7614,93,4
7950,93,4
8087,93,4
8302,93,3
9526,93,3
9575,93,3
9622,93,3
6160,94,4
7639,94,4
7639,94,4
8946,94,5
8946,94,5
9858,94,4
2833,95,5
4335,95,2
5624,95,4
5822,95,4
6500,95,3
6516,95,4
6802,95,4
7109,95,4
7285,95,3
8280,95,4
8387,95,3
8556,95,4
8764,95,3
8997,95,4
9637,95,4
9654,95,3
4729,96,4
6508,96,5
7704,96,3
7968,96,3
8612,96,4
9826,96,5
5698,97,4
5820,97,4
8919,97,3
9637,97,1
9847,97,4
7974,98,4
8013,98,5
8522,98,4
8548,98,3
8859,98,5
9176,98,5
6062,99,4
8176,99,3
5730,100,4
5730,100,4
6160,100,4
6772,100,5
8946,100,5
9460,100,4
5787,101,4
6084,101,5
6569,101,4
8045,101,3
8412,101,5
8613,101,3
9516,101,5
6367,102,2
8429,102,3
8714,102,4
3733,103,4
6450,103,3
6781,103,4
7517,103,4
8379,103,2
9072,103,3
9422,103,2
9425,103,3
9582,103,3
9666,103,4
4012,104,4
4193,104,2
5027,104,3
5875,104,2
6288,104,4
6981,104,4
7262,104,4
7573,104,4
7598,104,3
7901,104,4
8000,104,3
8994,104,4
9300,104,5
1078,105,3
1750,105,3
4510,105,4
5179,105,3
5609,105,3
6064,105,4
6246,105,4
6601,105,3
6719,105,2
6797,105,4
7568,105,3
8448,105,3
9192,105,2
9538,105,4
9927,105,5
8147,106,3
8946,106,5
3461,107,3
3659,107,4
3976,107,2
4001,107,3
4269,107,3
4437,107,3
4617,107,3
4798,107,4
4837,107,3
4846,107,3
5196,107,3
5233,107,3
5416,107,3
5459,107,4
5669,107,2
5762,107,1
5817,107,2
5819,107,3
6344,107,3
6458,107,3
6583,107,3
6770,107,4
6827,107,4
6878,107,3
7070,107,4
7094,107,3
7131,107,4
7273,107,4
7278,107,3
7474,107,3
7487,107,3
7676,107,3
7758,107,3
8649,107,2
8759,107,3
8843,107,4
8945,107,3
9005,107,3
9150,107,3
9592,107,3
9930,107,3
8064,108,3
9442,108,3
9628,108,3
9866,108,4
2867,109,3
3048,109,5
3381,109,5
3886,109,3
4202,109,4
5101,109,4
5315,109,2
5550,109,5
5906,109,4
6191,109,4
6417,109,4
6481,109,4
7496,109,4
8471,109,4
8792,109,4
9024,109,5
9060,109,3
5730,110,5
8336,110,5
8336,110,4
2246,111,4
3670,111,5
4119,111,4
4461,111,4
5186,111,4
5481,111,3
6236,111,4
6282,111,2
6309,111,5
6377,111,3
6435,111,5
6966,111,4
7501,111,4
7811,111,4
7885,111,4
8401,111,4
8651,111,4
8687,111,4
8725,111,4
8925,111,3
8947,111,5
9029,111,3
9276,111,5
8015,112,4
8662,112,5
8703,112,4
9036,112,4
9111,112,5
9178,112,4
9204,112,4
9533,112,5
9768,112,5
3708,113,2
4656,113,4
4663,113,3
5092,113,4
5294,113,5
5295,113,4
5629,113,4
5805,113,4
6079,113,3
6242,113,5
6368,113,4
6374,113,4
6389,113,5
6389,113,5
6389,113,4
6675,113,3
6838,113,2
6934,113,5
7505,113,4
7647,113,5
7895,113,4
7895,113,4
7981,113,4
8038,113,4
8085,113,4
8332,113,4
8398,113,3
9308,113,5
9533,113,5
9542,113,5
8336,114,5
8882,114,5
8946,114,5
9858,114,2
5228,115,2
5571,115,3
1318,116,5
1444,116,5
1960,116,5
2024,116,5
2344,116,4
3092,116,4
3543,116,3
3552,116,3
3868,116,5
3869,116,5
4197,116,4
4330,116,5
4421,116,5
4517,116,4
4584,116,4
4606,116,2
4622,116,5
4672,116,5
4695,116,5
4727,116,3
4880,116,5
5293,116,2
5420,116,4
5463,116,5
7540,116,5
8269,116,1
8805,116,4
9268,116,4
9579,116,4
9790,116,5
5730,117,1
5730,117,1
8336,117,5
8946,117,5
9473,117,2
9858,117,4
3502,118,3
3953,118,2
4338,118,3
4516,118,3
4770,118,3
5387,118,3
5476,118,3
5962,118,3
6128,118,3
7188,118,3
7209,118,4
7275,118,3
7953,118,2
8028,118,3
8486,118,2
8521,118,4
8681,118,4
8914,118,3
9551,118,4
9750,118,3
1551,119,3
1894,119,4
1947,119,5
1947,119,5
2077,119,5
2216,119,3
2243,119,4
2273,119,4
2332,119,4
2396,119,5
2530,119,4
2551,119,4
2583,119,4
2617,119,5
2675,119,5
2813,119,5
3102,119,5
3312,119,5
3429,119,4
3430,119,5
3553,119,4
3714,119,4
4077,119,4
4111,119,4
4150,119,5
4176,119,5
4227,119,5
4343,119,5
4377,119,5
4837,119,5
5379,119,5
5650,119,4
5654,119,5
5817,119,1
5987,119,4
6479,119,5
6621,119,5
6623,119,5
6699,119,4
6721,119,4
6843,119,5
7221,119,4
7482,119,4
7530,119,3
7582,119,5
7610,119,4
7659,119,4
7897,119,4
8206,119,4
8227,119,4
8583,119,4
9224,119,4
9305,119,5
9422,119,3
9427,119,3
5730,120,4
9720,120,5
4225,121,1
4338,121,3
5280,121,4
5958,121,4
6213,121,4
7219,121,2
8138,121,2
8299,121,3
8353,121,4
9072,121,5
5851,122,2
5994,122,5
7022,122,3
7485,122,2
8355,122,4
8456,122,3
8878,122,3
3931,123,5
6414,123,4
6949,123,4
7233,123,5
7959,123,2
9306,123,3
1206,124,5
1594,124,4
2165,124,4
2465,124,4
3048,124,3
3516,124,4
3998,124,3
4406,124,4
4769,124,5
5374,124,4
5696,124,4
6078,124,4
7003,124,4
7103,124,2
7266,124,3
7327,124,4
8149,124,3
8496,124,4
8857,124,4
9171,124,4
3331,125,5
4090,125,5
4663,125,2
5794,125,5
5978,125,4
9111,125,4
5495,126,3
8092,126,3
9946,126,5
8517,127,5
9102,127,5
9768,127,5
7953,128,5
7963,128,2
8286,128,4
9220,128,1
9680,128,4
4664,129,3
6603,129,4
7577,129,4
3591,130,1
5344,130,5
6847,130,3
7416,130,2
7655,130,4
8153,130,4
8841,130,4
5730,131,5
8336,131,2
8946,131,5
8946,131,5
9473,131,2
9858,131,4
3152,132,4
8064,132,5
2744,133,5
3708,133,4
3711,133,3
4509,133,5
4788,133,3
4790,133,1
5294,133,5
6036,133,4
6207,133,1
6307,133,5
6394,133,2
7311,133,4
7401,133,4
8130,133,5
8389,133,3
9537,133,5
9624,133,5
9714,133,4
8553,134,4
8836,134,5
8929,134,5
6798,135,4
6814,135,3
7038,135,5
7713,135,4
8084,135,3
9429,135,3
5937,136,3
9222,136,5
9642,136,3
9648,136,3
9864,136,4
3591,137,5
6359,137,3
6920,137,5
8878,137,3
8891,137,2
9402,137,4
9839,137,3
9874,137,4
7094,138,4
8322,138,4
8515,138,5
8628,138,5
9614,138,5
9640,138,4
9879,138,3
9957,138,4
3785,139,4
7963,139,5
3222,140,5
3508,140,2
3884,140,3
4047,140,5
4443,140,5
4973,140,4
5024,140,4
5678,140,4
6863,140,5
8189,140,3
8226,140,3
8404,140,5
8529,140,5
8647,140,4
8850,140,4
9232,140,3
9754,140,3
6157,141,4
7172,141,5
7462,141,4
8588,141,4
8805,141,3
9008,141,4
9561,141,5
9905,141,3
4843,142,4
6156,142,4
6889,142,5
9178,142,4
9178,142,5
9647,142,4
9921,142,5
566,143,2
610,143,5
678,143,4
686,143,2
723,143,3
801,143,4
852,143,3
978,143,3
1009,143,2
1017,143,4
1149,143,4
1190,143,5
1216,143,5
1220,143,3
1252,143,3
1400,143,5
1414,143,3
1439,143,3
1455,143,3
1482,143,4
1538,143,1
1547,143,2
1577,143,5
1688,143,4
1790,143,4
1791,143,4
1866,143,5
1928,143,5
1943,143,3
1966,143,3
1990,143,5
2003,143,3
2085,143,3
2234,143,4
2307,143,4
2476,143,3
2630,143,3
2679,143,4
2688,143,3
2777,143,5
2853,143,4
3519,143,5
3791,143,3
3861,143,3
4051,143,3
4162,143,5
5158,143,3
5220,143,3
5479,143,3
5748,143,3
6090,143,5
6288,143,4
6364,143,1
7102,143,3
7296,143,4
7631,143,3
7633,143,3
7794,143,4
8307,143,2
8802,143,4
9309,143,2
9508,143,3
6241,144,5
6265,144,3
8056,144,5
9182,144,4
1312,145,4
1370,145,5
1392,145,2
1544,145,4
1571,145,2
1859,145,5
1873,145,3
2027,145,5
2257,145,4
2290,145,1
2314,145,5
2559,145,3
2661,145,2
2747,145,3
2753,145,4
2798,145,3
2841,145,4
2869,145,4
3002,145,3
3046,145,2
3187,145,5
3237,145,4
3262,145,3
3296,145,5
3388,145,4
3472,145,4
3581,145,3
4272,145,4
4359,145,3
4455,145,4
4940,145,3
5146,145,5
5906,145,2
6021,145,3
6125,145,3
6326,145,4
6998,145,3
7060,145,4
7066,145,3
7135,145,4
7366,145,3
7496,145,4
7771,145,5
7840,145,3
7874,145,5
7942,145,4
8188,145,4
8489,145,4
8676,145,5
9962,145,3
983,146,4
1613,146,3
2316,146,5
2628,146,2
2914,146,5
3074,146,4
3187,146,4
3456,146,3
3588,146,4
4055,146,3
4130,146,2
4139,146,3
4920,146,2
4994,146,4
5058,146,1
5095,146,2
5349,146,3
5553,146,3
5663,146,4
6033,146,5
6181,146,3
6870,146,2
6889,146,3
7008,146,4
7273,146,3
7496,146,4
7664,146,3
8439,146,2
8672,146,3
8703,146,4
9519,146,2
6160,147,4
7639,147,5
8882,147,4
9858,147,4
1453,148,4
1562,148,3
2334,148,4
2450,148,4
2700,148,4
3253,148,4
3267,148,3
3345,148,4
3435,148,3
3498,148,4
3955,148,4
3961,148,4
4093,148,3
4318,148,3
4374,148,3
4426,148,3
4568,148,3
5031,148,3
5184,148,4
5244,148,5
5307,148,3
5407,148,4
5462,148,5
5900,148,4
6105,148,3
6194,148,3
6310,148,4
6579,148,3
6813,148,4
6947,148,4
7154,148,4
7285,148,4
7329,148,2
7334,148,4
7555,148,4
7664,148,3
7914,148,4
7944,148,4
8059,148,4
8563,148,3
8679,148,4
8873,148,4
8968,148,4
9077,148,3
9188,148,3
9627,148,4
9736,148,5
9752,148,3
9837,148,3
7886,149,3
8103,149,4
9790,149,5
7810,150,4
8752,150,4
2686,151,1
4366,151,3
5831,151,3
6937,151,4
8992,151,4
4225,152,5
8925,152,4
9768,152,4
443,153,3
506,153,3
607,153,2
713,153,2
732,153,3
774,153,3
831,153,2
892,153,3
920,153,1
1032,153,3
1044,153,4
1047,153,4
1062,153,3
1140,153,3
1306,153,1
1353,153,3
1400,153,2
1403,153,2
1406,153,3
1456,153,3
1599,153,4
1611,153,3
1615,153,2
1626,153,3
1730,153,1
1760,153,3
1791,153,3
1799,153,3
1810,153,4
1894,153,2
2058,153,4
2085,153,2
2146,153,3
2173,153,3
2179,153,3
2254,153,3
2307,153,1
2401,153,3
2573,153,2
2702,153,4
2736,153,2
2987,153,3
3038,153,4
3118,153,2
3120,153,3
3155,153,3
3316,153,3
3343,153,3
3466,153,2
3559,153,4
3769,153,3
3805,153,4
4124,153,2
4199,153,2
4275,153,3
4280,153,2
4305,153,3
4445,153,2
4491,153,4
4819,153,3
4927,153,2
4970,153,4
5014,153,3
5089,153,3
5539,153,3
5632,153,3
5712,153,2
5913,153,3
6117,153,4
6260,153,3
6458,153,2
6506,153,2
6644,153,1
6801,153,3
6830,153,3
7116,153,3
7244,153,3
7423,153,3
7685,153,4
7901,153,4
7912,153,2
8173,153,3
8241,153,3
8409,153,3
8501,153,3
9096,153,3
9107,153,2
9305,153,3
9462,153,3
9611,153,3
9886,153,4
9917,153,3
9974,153,3
5792,154,4
7022,154,4
5730,155,1
6772,155,4
8336,155,3
8946,155,3
9473,155,1
4300,156,2
4699,156,4
5762,156,3
7356,156,4
7670,156,4
7933,156,4
9499,156,4
9752,156,5
2022,157,4
7537,157,5
8498,157,5
9286,157,4
439,158,3
611,158,4
751,158,5
785,158,4
785,158,4
944,158,4
976,158,5
1014,158,5
1042,158,4
1053,158,4
1208,158,3
1261,158,4
1332,158,5
1332,158,5
1498,158,3
1521,158,4
1533,158,4
1633,158,3
1633,158,3
1643,158,4
1709,158,5
1709,158,5
1727,158,5
1885,158,4
1987,158,5
1993,158,4
2009,158,5
2009,158,5
2155,158,4
2242,158,3
2347,158,4
2352,158,3
2512,158,2
2553,158,4
2604,158,4
2666,158,2
2701,158,4
3047,158,2
